"GeneID","GeneName","Cluster","Order","Na_REG","NaCl (130mM)","NaNO3 (130mM)","KCl (130mM)","Sorbitol (260mM)","ABA (25uM)","NaCl (130mM)_padj","NaNO3 (130mM)_padj","KCl (130mM)_padj","Sorbitol (260mM)_padj","ABA (25uM)_padj"
"AT1G20620","CAT3",2,4941,"NSS",1.2914028790988,1.44426656950861,0.934539622232195,0.921331737894353,1.42207453769471,2.16847938868549e-36,6.52528451369686e-45,1.74337467583101e-20,4.14857892456173e-20,3.13814175852702e-43
"AT1G20630","CAT1",1,3653,"NSS",0.74749414110797,0.844365267581579,1.05721839491378,0.308213172083196,1.27560021085175,3.39617507392303e-08,5.2553789038005e-10,3.65400946410996e-14,0.0111520232013928,1.98565397179871e-19
"AT1G20640","NLP4",4,1950,"NSS",-0.479003975728137,-0.871059675729084,-0.561503893603971,-0.408210553189188,-0.218701492116801,1.30303465157908e-11,2.62070108022923e-37,1.16955683923806e-14,5.71488482853929e-09,0.00169685931030656
"AT1G20693","HMGB2",3,433,"NSS",-0.311978263230458,-0.513044892212147,-0.571053748574707,0.105044170382144,-0.0401644541157648,0.000968251101577741,2.01172407445621e-08,4.72075117703939e-10,0.529506614594986,0.691970616886151
"AT1G20700","WOX14",3,745,"NSS",-0.176053696550591,-0.632928983982242,-0.556060330189841,-0.36615244147708,-0.808561538340543,0.191294348887714,7.81776507820082e-05,0.0010656914536052,0.022154418379958,2.35728603728611e-06
"AT1G20823","ATL80",3,100,"NSS",-0.292727167881943,-0.331825848298415,-0.316012631856823,-0.51781887424082,-0.683408672900791,0.107675567047229,0.0828499544889654,0.0975636883163831,0.0174867025504228,0.00448527550814925
"AT1G20850","XCP2",1,2836,"NSS",0.568102326329209,0.583027488565527,0.814986261023594,0.537758060601752,0.7641053759169,1.76861414279736e-05,1.0666869640051e-05,1.8881882767502e-09,5.36752160051785e-05,1.5467405675672e-08
"AT1G20880","AT1G20880",3,960,"NSS",-0.572621775776672,-0.238819116584011,-0.0441706697474128,-0.102594775132051,0.135680434398387,1.74446705704461e-05,0.0872901963894193,0.735402449324229,0.521859239509998,0.550080428134671
"AT1G20990","AT1G20990",1,4026,"NSS",0.603389923399493,-0.0678703374334442,0.249695372911622,0.203495635561532,1.58647017052764,0.0035311763979877,0.645273034071599,0.141735319766648,0.196189085065529,3.4627768438131e-12
"AT1G21050","AT1G21050",4,2584,"NSS",-0.567471091424507,-0.616282253326274,-0.465255207633289,-0.605806293185899,-0.905583851261304,1.09426340809088e-05,1.12910886821955e-06,0.000317255476573524,2.74283455521095e-06,6.62982933824381e-12
"AT1G21100","IGMT1",5,1619,"NSS",-1.59515845217323,-1.15574499906701,-1.91754824869776,-1.33481082040819,-4.05482635614483,1.9100356966301e-22,5.38292782734438e-15,7.45474172257639e-29,2.65041507558318e-18,1.11289506424635e-76
"AT1G21110","IGMT3",5,1629,"NSS",-1.667771465729,-1.65569416493737,-1.55979478740397,-1.51826345082697,-3.55855508349382,5.78383278331568e-40,1.12947675186071e-40,1.40160654566928e-35,4.4471105663299e-35,6.66065182488562e-136
"AT1G21120","AT1G21120",3,63,"NSS",-0.379771752058514,-0.24781423142415,0.2842370902442,-0.725384664466288,-3.75514999307865,0.0115894807493814,0.0593975705042489,0.843164155271094,2.31434869229342e-05,3.19259477120157e-53
"AT1G21140","AT1G21140",4,2305,"NSS",-1.07807083766019,-0.897958021893776,-0.985635233233355,-1.02925519233972,-1.23690722721112,3.19928570963865e-09,1.14618001400225e-07,3.91676349209095e-08,4.28456876165322e-09,1.12067652982635e-10
"AT1G21150","AT1G21150",3,1173,"NSS",-0.488947787436923,-0.297126880176727,-0.609628798595663,0.0737040441286951,-0.0940603722002045,0.0257141300553203,0.134725808028294,0.00918984238779231,0.93392831333052,0.534622181309642
"AT1G21210","WAK4",4,2238,"NSS",-0.835076830728734,-0.907119768702401,-0.99589921807032,-0.520107817901775,-1.54747304253719,2.32303650171205e-06,9.85322525992287e-08,1.96873016464201e-07,0.000623163234726656,2.65207302916724e-13
"AT1G21310","EXT3",4,2353,"NSS",-0.996282186826581,-0.692951894338611,-0.80135132616808,-0.496058370568063,-1.1663204943193,4.3659839161328e-34,2.25281254271703e-17,1.19941750997071e-22,1.53188683642174e-09,4.58285450822465e-46
"AT1G21320","NSRB",3,129,"NSS",0.0378776832266835,0.156743271748023,-0.486692046285356,-0.619457607202354,-0.645873436617654,0.566237691347399,0.764904433542565,0.0628522834104167,0.0157860225310662,0.0264325615727302
"AT1G21400","AT1G21400",2,4744,"NSS",0.582911738275374,1.60024771815563,0.745049010225528,0.860739347173885,0.716311234644496,1.67364789974654e-05,4.43584923660351e-21,4.01351482327859e-07,1.03073193331317e-08,8.13934752227728e-07
"AT1G21410","SKP2A",1,3104,"NSS",0.444942155014923,0.658431733562864,0.603915231868314,0.583327401292406,1.20208611303399,0.00188330707557377,1.13392280438539e-05,6.92233485297736e-05,0.000101821226447004,9.89477375214158e-14
"AT1G21440","AT1G21440",4,2459,"NSS",-0.667754806146276,-0.804529286689941,-0.788531339365929,-0.915946217794223,-0.76985486691272,3.24809466055516e-10,1.46298583441635e-14,3.99189758182193e-13,1.14282254405561e-17,3.80783086561921e-13
"AT1G21460","SWEET1",1,3604,"NSS",0.799611295284063,0.500409194601451,0.712482130988091,-0.144643756159822,1.80400293636694,3.37900203703164e-05,0.00195905788461807,0.0001460783037511,0.465957850279033,2.25951581461447e-14
"AT1G21520","AT1G21520",1,3569,"NSS",0.149481796912693,1.07315990143233,0.428340523469594,-0.349446321931232,-0.377250672150515,0.37694119773774,0.000103511539797675,0.0930886583516745,0.79240032532572,0.815685486681478
"AT1G21530","AEE10",3,903,"NSS",-0.713256132895209,-0.0953025451297213,-0.398689465570637,0.0546712707245362,0.733807771371214,0.0368963865746079,0.539162681366854,0.198971583821849,0.793256202211277,0.541805587019176
"AT1G21670","AT1G21670",1,4390,"NSS",0.25109433308043,0.157530812401374,0.691902965983878,0.401733801249311,1.3155545815584,0.0537566364359034,0.198163808783068,5.60686392605497e-07,0.0036604907781454,1.46791601152903e-21
"AT1G21680","AT1G21680",1,4554,"NSS",0.189723542976482,0.287491098869112,0.536798881397494,0.0693191081050867,0.376815271093061,0.292968987890337,0.159611129710555,0.0143285113991243,0.597740669064735,0.0828932277767732
"AT1G21810","FPP2",3,862,"NSS",-0.641109801200421,-0.668583196236023,-0.212232978576352,-0.974277429471221,-1.20082468145745,0.000153143252785887,4.22303032910617e-05,0.0834388521578312,5.29473211980072e-08,5.29645844299633e-10
"AT1G21890","AT1G21890",1,3487,"NSS",1.43375872486211,-0.298716314613889,0.493388101532925,1.22421612398863,-1.08224173767352,3.28953783394401e-08,0.0244934329396247,0.000154786496514024,1.59537787208851e-07,0.386689810173903
"AT1G21920","AT1G21920",3,981,"NSS",-0.535773480229429,-0.0419506751570928,-0.247563287535988,-0.119459320217062,-0.155321648888418,1.63810282648286e-07,0.713075860144748,0.0240442594172042,0.341934158214636,0.173443152375781
"AT1G22065","AT1G22065",2,5068,"NSS",1.31734206380571,1.43023447138998,1.37915616976768,1.09467412882646,1.53046043016802,1.06663032307662e-29,4.42384497795379e-35,5.87913396483057e-32,5.44274869440441e-22,1.33100900605256e-38
"AT1G22100","AT1G22100",1,4369,"NSS",-0.201912897146625,0.414385674392998,0.584829374551399,0.346090343918115,0.727485852419472,0.0820987058125803,0.00870266959424892,0.00438721507330398,0.0127738769914163,0.00329292257291453
"AT1G22160","FLZ5",3,321,"NSS",-0.154513145981183,-0.576377426859115,-0.252906515553213,-0.225961972653888,0.049171815372438,0.382153711107372,0.0120184693904032,0.245808551490954,0.290135743427184,0.826071754756204
"AT1G22180","AT1G22180",1,3017,"NSS",0.496399100606192,0.428196771911661,0.446839246249031,0.519226379370853,0.428301160017704,0.00016233542062985,0.00102819074538577,0.000747231553288394,9.24435214256255e-05,0.00104319833740825
"AT1G22220","AT1G22220",3,52,"NSS",-0.065823537614475,-0.439927970733112,-0.398821393439949,-0.55448916447372,-1.25637181339597,0.455230731655155,0.00350408493871599,0.0118775867614715,0.000483470107908713,3.42507126979235e-13
"AT1G22230","AT1G22230",3,706,"NSS",-0.56086969067692,-0.712352090619999,-0.585346183611942,-0.39243329394613,-0.200803059099869,3.02568782728517e-08,1.7735381615958e-13,2.16176286590039e-08,9.1330162201094e-05,0.0392614783906819
"AT1G22330","AT1G22330",4,2204,"NSS",-1.33283860259598,-1.17983318232724,-1.03648638427812,-0.359691104099623,0.0222993292247654,5.62387662766351e-22,4.0640896094238e-20,3.5770803241331e-14,0.0021931275822352,0.651196510704658
"AT1G22360","UGT85A2",1,3276,"NSS",0.363856789829397,0.539595170840476,0.448733917963772,0.368081348689914,0.171707612359693,0.000183764138017197,1.63190875555873e-08,3.69082442247273e-06,0.000200074249684486,0.0863226732498746
"AT1G22370","UGT85A5",2,4758,"NSS",0.626736292036213,0.794293984590312,0.886540793333391,0.607043061422088,2.50959245906792,9.81442444835475e-07,4.56025468605755e-08,2.11271604802903e-08,1.15534403730765e-06,1.00142993583118e-23
"AT1G22400","UGT85A1",1,4324,"NSS",-0.0928144017397643,0.312168400184055,0.608336812704834,0.0655415100119797,0.496435691549143,0.777889152610064,0.0236998246640316,6.17909179438595e-06,0.649486834059361,0.000216881422149754
"AT1G22490","AT1G22490",1,3537,"NSS",0.544116697159732,0.442432801384505,-0.00768153800640137,-0.180325537642974,-0.275122884147832,0.017655026184578,0.0525950966202884,0.909383610136636,0.74026631365127,0.526692910506981
"AT1G22510","AT1G22510",1,2747,"NSS",0.961813549505785,0.717524714385406,0.522134900474034,0.0788641293138895,0.276115610968596,3.3371017910335e-20,2.6090504603089e-12,1.74828157468059e-06,0.436976499415235,0.00921174877834649
"AT1G22530","PATL2",4,2100,"NSS",-0.819238724492694,-0.591708500107096,-0.732413384987806,-0.551375950324151,0.638182423643101,9.96183395108475e-19,1.46856759805298e-10,3.96287599860704e-15,3.33891798931319e-09,5.18989184652145e-10
"AT1G22550","NPF5.16",3,1263,"NSS",-0.376537033363518,-0.254531798260536,-0.527893090866036,-0.112289777237062,-0.200972429127126,0.00160538205555641,0.034522141508074,1.01859912877842e-05,0.401472933728731,0.101198776317277
"AT1G22640","MYB3",1,4470,"NSS",0.422647571825919,0.327853370150043,0.502484242875796,0.367189661095291,1.28116134813075,3.97492050686954e-06,0.000293305068929899,5.51869967820592e-08,7.88596965666161e-05,1.653742695638e-48
"AT1G22710","SUC2",2,4836,"NSS",0.850544327195658,0.949249296078809,1.04947616788203,0.454994577824,0.927791704062168,8.0595153207141e-15,3.27599154989709e-18,2.33122993788835e-21,2.1953871100247e-05,2.50998797702109e-17
"AT1G22740","RABG3B/RAB7",4,1965,"NSS",-0.845698068550057,-0.955863628473936,-0.699126553862332,-0.401237091769449,-0.455209173201029,7.25649075479064e-16,1.53507919598704e-21,4.65660273965107e-11,6.45495622876358e-05,4.23585250172717e-06
"AT1G22810","ERF019",3,339,"NSS",0.191260796406459,-0.996104623864614,-0.54121758477673,0.0721563608142209,-0.876996038969798,0.727469885073583,0.000149874266500443,0.0262006183639754,0.595042288228735,0.00249217518932908
"AT1G22880","CEL5/ATGH9B4",3,882,"NSS",-0.559861835616404,-0.389617868122089,-0.0424409589719604,-0.49753713535047,-0.561032937500359,0.000504499069850654,0.0132497666899951,0.60056995304592,0.00214410724681267,0.000507121855033268
"AT1G22885","AT1G22885",1,4058,"NSS",0.56745198711872,0.221303872410225,0.143475421379038,0.107486621218,-0.0547593147373118,0.000627328798281997,0.20168115890544,0.401230048695017,0.551173646668156,0.979950425878401
"AT1G22890","AT1G22890",3,1096,"DOWN",-0.715590423167559,-0.402054932400079,-0.175368712692751,-0.0428367017323923,-1.14766906848513,0.00460640627915341,0.0362893351634304,0.179016378391008,0.326244995820995,0.000331110673417213
"AT1G22990","HIPP22",2,5047,"NSS",1.46988684649727,1.08677095872423,1.38726549645316,0.89792302756687,0.983740633069043,1.35086120233405e-27,2.00244056964558e-17,1.20342443592943e-24,1.12484117437525e-12,1.92501644027626e-14
"AT1G23010","LPR1",1,3947,"NSS",0.544992706515485,-0.106535425873018,0.181563221235199,-0.105073698421348,0.239685243987776,1.2145378708372e-06,0.545843552133259,0.170803375960588,0.596276984316346,0.0518788784950826
"AT1G23030","PUB11",3,1198,"NSS",-0.581675080155377,-0.362738679946029,-0.52544088184344,-0.336036819231143,-0.277513723931599,1.06234127485243e-09,0.000128495055313764,5.2907236995114e-08,0.000597390825075552,0.00370816230302229
"AT1G23060","AT1G23060",1,3024,"NSS",0.521397364953548,0.46833203012764,0.338804474322204,0.514454745155366,-0.0219707206930132,0.000171494622473624,0.000534854529305452,0.0169385063580632,0.000220238575748526,0.833970286008675
"AT1G23070","AT1G23070",1,2882,"NSS",0.533279375941761,0.422823602779566,0.682544768961739,0.225223014834984,0.73092472338964,0.00182521699632991,0.0030080529741484,0.000985226126103603,0.00807533889837899,0.000969595649528312
"AT1G23090","SULTR3;3/AST91",1,3699,"UP",0.633493159478028,0.749444227993901,0.0143956657045833,-0.174301411072479,1.1316949830888,0.00172405998056082,0.000183162599606349,0.557882297464603,0.971894393024401,1.05817828528425e-07
"AT1G23110","AT1G23110",3,424,"NSS",-0.252142842074331,-0.766463446130592,-0.673115659471746,0.394255597542036,-1.14603075946177,0.0949745029053118,0.00177630877188829,0.00911131875940446,0.87754816987197,0.000969750176925274
"AT1G23120","AT1G23120",1,3277,"NSS",0.303614715562088,0.582785711322324,0.459144591391891,0.35344282881027,1.21289420297483,0.0174161126067025,6.30386867738841e-06,0.000542916052892578,0.00749113394191583,2.57302872650328e-20
"AT1G23150","AT1G23150",4,2480,"NSS",-0.603589965167542,-0.511308550140023,-0.870990121321559,-0.989011712176959,-1.14577054213319,9.7515404397163e-09,4.00816218082795e-07,2.53349024805132e-15,3.10537015311896e-20,1.04214440912842e-25
"AT1G23190","PGM3",2,4822,"NSS",1.03022609588845,0.805655946156867,0.975583063241288,0.71979814327601,1.05110238304352,4.07679971282667e-47,1.00213396003571e-29,2.68224645466625e-42,7.1388695207554e-24,3.41321955907124e-49
"AT1G23200","PME6",6,4627,"NSS",1.87621193720125,1.75240578977893,1.83192900406877,1.01307205387051,1.81317970312236,1.15795021265746e-39,1.11629575622528e-36,6.99528835812104e-38,1.95730757264682e-16,2.29415379759922e-37
"AT1G23201","AT1G23201",1,2915,"NSS",0.410449857037847,0.238685868561232,1.0905854177861,0.506089154307859,1.06567530099585,0.000698987308084419,0.00168551595801235,1.4113210385923e-05,0.000475769707312039,2.23666236492299e-05
"AT1G23205","AT1G23205",4,2283,"NSS",-1.26634453218246,-0.922380294252854,-0.712156179721815,-0.247116748419955,-0.754597400802382,2.34587502624563e-13,2.2250924721711e-09,8.72521681327829e-06,0.0495307067346375,1.39973246735846e-06
"AT1G23390","AT1G23390",3,597,"NSS",-0.714957421629699,-0.329438867987123,-0.453392485704879,-0.560302999885072,-0.396266505940006,8.06892840532512e-06,0.0277829235715753,0.00377953656982293,0.000416673891508174,0.0100297086492191
"AT1G23460","AT1G23460",1,2885,"NSS",0.457647694012428,0.495458567181729,0.800206997399738,0.300053605539186,0.411933610173122,0.000217214022621763,5.05273958219263e-05,1.30843157771803e-10,0.0177065895741461,0.000787326548021712
"AT1G23480","CSLA3/ATCSLA03",3,1021,"NSS",-0.582472517503422,-0.35414082309873,-0.42691996511593,-0.252944317631028,-0.428130826367449,1.09418509921284e-08,0.000420798864643518,3.83579208503917e-05,0.0179098367187465,2.08807449960635e-05
"AT1G23560","AT1G23560",3,1217,"NSS",-0.326142198197091,-0.211398688360058,-0.551645175786515,-0.249565943441938,-1.12475253385759,0.00410690268995222,0.0530344009728725,3.21803996938864e-06,0.0323828716340294,1.54785087844973e-21
"AT1G23710","AT1G23710",3,676,"NSS",-0.605577565709256,-0.569082035423259,-0.583091506310868,-0.536355306401435,-0.469768764334931,0.00021469567144039,0.000347968708886754,0.000408882277609931,0.000922163909636301,0.00308890243779106
"AT1G23740","AOR",1,3965,"NSS",0.50550307365212,0.114893863895261,-0.00172906271197962,0.0591376188612992,0.561060476091439,0.0122375483533408,0.513533233397534,0.841159746593127,0.705034381200595,0.0054034021331944
"AT1G23760","PGL1/JP630",4,2285,"NSS",-1.66047614551687,-0.811403340781961,-0.987948251624701,0.177078214707995,-0.344540001203089,1.53137690726758e-21,1.60517156667247e-07,2.11944922687054e-09,0.964409148025564,0.0127833236966177
"AT1G23800","ALDH2B7",2,5032,"NSS",1.74122787953323,1.55151411824821,1.36232240497147,1.05507984722983,1.64101403347836,7.93120526311306e-89,2.42527821159704e-72,1.44845834979515e-55,5.10465137167747e-35,2.55482254307899e-79
"AT1G23840","AT1G23840",1,3770,"UP",0.887118386425084,1.10841124328927,0.201654911004579,-0.557535877178821,-1.46738430571835,0.0137684364111414,0.00340021127660144,0.299162726162332,0.634791067483696,0.0884906354434139
"AT1G23870","TPS9",3,995,"NSS",-0.691767044951455,-0.00360648221079067,-0.273705908570367,-0.132070178587295,-0.222106171470017,6.10770210393863e-05,0.836526683886992,0.12234927122938,0.468320160277213,0.213490201270805
"AT1G23970","AT1G23970",3,1218,"NSS",-0.339131756418893,-0.238306694790635,-0.583336585398632,-0.245102776297914,-0.0894158936908848,0.0321349953730491,0.119688549598336,0.000414672865656119,0.134751822214547,0.514454091528143
"AT1G24030","PBL28",1,2981,"NSS",0.783701068008631,0.436627124280304,0.92878020481676,0.530543176469866,0.761092082726175,4.6654806667631e-07,0.00179786362536477,5.47673408103747e-09,0.000325819144506467,9.38753973835635e-07
"AT1G24130","AT1G24130",2,4987,"NSS",0.924076036071482,0.754631317292544,0.881151004680299,0.949784113889846,1.75863841608777,2.2092547375918e-10,3.51411915168829e-08,1.42607240589773e-09,5.10712019826269e-11,2.98085332367954e-28
"AT1G24150","ATFH4",3,640,"NSS",-0.344988095624596,-0.244835260373428,-0.440465728399092,-0.511693916663591,-0.550970076802227,0.000132475638729971,0.0057597844490687,1.71982976824041e-06,9.47756400644477e-09,4.08432676712118e-10
"AT1G24170","GATL8",3,666,"NSS",-0.518040202973075,-0.430136245259921,-0.649230305526547,-0.515311026404676,-0.507678297483645,1.06212778991224e-10,4.12488611629653e-08,1.60420289676962e-15,1.11188458165386e-10,1.26443772702016e-10
"AT1G24280","G6PD3",1,4072,"NSS",0.592199497059729,0.0488462393270148,0.430381870973805,0.0461651033831863,0.25019007442436,7.09514725322098e-07,0.677969071386144,0.000445238708652708,0.718081681754506,0.0474817066907309
"AT1G24420","AT1G24420",3,662,"NSS",-0.595563768162338,-0.38676610899277,-0.664708426735027,-0.583842766301297,-0.708825387825293,0.00221139231540022,0.00782044921593026,0.00159815793081771,0.00135112167050291,0.00220611526695542
"AT1G24440","AT1G24440",3,1043,"NSS",-0.523527261051083,-0.335434721592992,-0.265704385800162,-0.23277485621593,0.175107328673214,2.98505734726666e-05,0.00785596917743871,0.0426639872204898,0.0866415115475311,0.394024319778842
"AT1G24485","AT1G24485",3,319,"NSS",-0.216016891673152,-0.547537330617997,-0.26867501145341,-0.25912111325933,-0.867770491004729,0.0452756457289121,0.000276663367965897,0.0413073647778067,0.0275781042557952,0.000702215565622874
"AT1G24520","BCP1",1,3994,"NSS",0.825066180757353,0.224945936192859,0.529495091304879,-0.168327738513379,-0.11229500844844,0.000153362726311555,0.0026234569728619,0.000640850864927875,0.0274816726245384,0.0107548604467072
"AT1G24530","AT1G24530",4,2402,"NSS",-0.689998176844128,-0.602255101105554,-1.26758843515036,-1.04010863981212,-0.522185751283775,6.02498842647682e-09,7.9349113764662e-08,6.05743668797323e-22,1.28041700574199e-17,3.986101121569e-06
"AT1G24600","AT1G24600",1,2968,"NSS",0.843815700484473,0.58178413189201,1.14878271339371,0.572730557672632,2.62757058141404,3.04304873516786e-08,3.3913993045799e-06,2.62574764952978e-11,5.51461560958996e-06,1.52102809215543e-33
"AT1G24620","CML25",3,479,"NSS",-0.296688006669946,-0.177473380996809,-0.965906308644288,-0.773127349352842,-1.01814454506578,0.0302818193287491,0.124923446673116,2.39560756337388e-08,9.11580660093663e-07,9.20292753053562e-10
"AT1G24625","ZFP7",3,642,"NSS",-0.330724842046428,-0.30893434844059,-0.525901175957246,-0.464960950200013,-0.633952299442565,0.00243207576394222,0.00406220520934614,2.04212127123545e-06,2.16117023076503e-05,4.01572202739566e-09
"AT1G24735","AT1G24735",1,2687,"NSS",0.806268079378673,0.450207929559792,0.497865149794266,0.399335558874847,1.71470417511072,9.49720641873113e-07,0.00196189353644851,0.00117050898152836,0.00604951490782082,7.8106255301786e-22
"AT1G24880","AT1G24880",4,1883,"NSS",-0.660779967808753,-0.474377921742341,-0.461596791892524,-0.166948623185074,0.184762222716676,1.05245552316402e-10,4.24539116710475e-06,8.86771670535051e-06,0.147592258440627,0.242507382194956
"AT1G25141","AT1G25141",3,249,"NSS",-0.0802800690304724,-0.228376375921221,-0.121823634238079,0.535578988710248,0.482530326954192,0.882506155803291,0.474478480363101,0.78725612520169,0.00847141459632001,0.0180999167345486
"AT1G25150","AT1G25150",1,4005,"NSS",0.706660484910293,-0.00613970399560002,0.155396252006257,0.092385951478003,-0.179280207103525,0.0168355318548583,0.746051793479627,0.463546139609412,0.601975229499134,0.990395394549856
"AT1G25230","AT1G25230",3,1446,"NSS",-0.800370863051204,-0.268654493199534,-0.334557972127298,-0.664931087602419,0.487698321778732,2.29518350657979e-10,0.0296158975144708,0.00860552842892167,1.02846949665716e-07,0.00137942077834368
"AT1G25240","AT1G25240",1,3854,"NSS",0.198191443991341,0.785187937437121,-0.392450248975692,-0.0547992031147285,1.79161212672463,0.0910889380861998,0.00211045359136337,0.786730204050261,0.319754308912104,4.09790749254251e-07
"AT1G25390","LRK10L-1.1",3,702,"NSS",-0.530707494033518,-0.615948580346469,-0.574974842621473,-0.395223895569328,-0.801058976740014,1.16536587215095e-05,1.96346975260512e-07,3.29781000505477e-06,0.00110017656749009,5.60629385811284e-11
"AT1G25400","AT1G25400",4,2328,"NSS",-0.917909809854579,-0.676748263820153,-0.901124103938585,-0.707609311927739,-1.17727120670956,3.76799761609579e-08,1.38550417246824e-05,7.37223669769794e-08,7.8685962334443e-06,1.69341391127495e-11
"AT1G25422","AT1G25422",2,4818,"NSS",1.13928163082545,0.712948488176988,0.933125159308103,0.64663539355482,1.81458187524994,1.76022688816863e-12,3.95731814293319e-07,2.60042013153804e-09,3.42716775438181e-06,2.78375682280685e-25
"AT1G25440","COL16",1,3524,"UP",0.548030504478989,0.671832784339997,0.333293138120782,0.121583794724936,0.231147015884801,0.0025566707703274,0.000181627242813293,0.0588862217574825,0.376402577152117,0.151518787766955
"AT1G25450","KCS5",3,958,"DOWN",-0.64720390019745,-0.339382345504667,-0.0370470078354581,-0.00370344636772029,0.603419851882388,9.37108475326046e-07,0.0104565005080498,0.786739724419921,0.93392831333052,3.70481433948215e-06
"AT1G25530","AT1G25530",2,5112,"NSS",1.68505326603535,1.59288213069142,1.66222662054377,1.12060722288905,1.73148739932983,9.47398842532947e-88,4.71247964011044e-80,4.93602307192018e-85,3.95207346990478e-41,1.96354255005458e-92
"AT1G25550","HHO3",4,2105,"NSS",-0.795616878921871,-0.552420932615252,-0.845019937706314,-0.508679509257937,-0.358916192663714,2.65429947742437e-26,3.13865403741013e-14,1.41626447612424e-28,7.18443988906319e-12,9.88202881026353e-07
"AT1G25560","TEM1",5,1588,"NSS",-1.59655946234208,-1.15789930588614,-2.12804768349034,-1.22217249651616,-0.783047480480338,1.13237380112729e-35,2.33926717566226e-22,2.09282627348951e-54,6.70107442019652e-24,7.59654667250313e-12
"AT1G26200","AT1G26200",3,112,"NSS",-0.223021270846565,-0.395222191335178,-0.216282814933027,-0.665457832947675,0.0203899716157467,0.198831378345315,0.0403518210598725,0.235419386628583,0.00229956487487873,0.699877913090156
"AT1G26210","ATSOFL1",4,1763,"NSS",-1.02491066809432,-1.33682937075416,-0.963306901490225,-0.0267941121342763,-0.155367270498541,2.11546015765803e-05,7.77619048539824e-08,7.96189825356671e-05,0.100851057828276,0.0386356335111037
"AT1G26230","CPN60B4",1,3344,"NSS",0.204477912589689,0.0489258364075276,0.0694562673191824,0.695299643020112,0.287426027527388,0.220444030855397,0.625386548095114,0.580232787941081,7.4184341302909e-05,0.102861458593793
"AT1G26240","AT1G26240",3,933,"NSS",-0.548103834512918,-0.151008176508135,-0.655894845102496,0.404897967912607,-1.66690767041796,0.0179459878484577,0.151038030779868,0.00973756101544818,0.875453519567985,0.000236911153665376
"AT1G26250","AT1G26250",5,1565,"NSS",-1.68632206285185,-1.37930089007449,-1.46284824122147,-0.327593549732908,-5.42382051263754,6.55461651514398e-25,4.32359382655828e-19,4.18345324200198e-20,0.00054355279411288,2.48179921053094e-111
"AT1G26270","PI4KG5",3,574,"NSS",-0.629870228776165,-0.439775873447179,-0.511254022747259,-0.445138842230463,-0.36241976976845,3.53401046942705e-10,1.14468159005961e-05,4.31276188559143e-07,1.21903493540497e-05,0.000296852211712207
"AT1G26380","FOX1",1,3656,"NSS",-0.0793490332434136,0.386970372652789,1.98581487583626,0.444017127609839,-2.38952012634461,0.158637549574719,0.011409955397175,1.54753550039197e-09,0.00859840300274165,0.000608007452611848
"AT1G26390","FOX2",3,386,"NSS",-0.346943659832911,-0.629585327434783,0.00485122515555401,0.292308170426312,-2.87515217715536,0.0530670981091612,0.0047206461113221,0.329395617210416,0.796802337760544,2.86585680028244e-07
"AT1G26410","FOX4",3,266,"NSS",0.0863451352668138,-0.151736600072318,0.0666767330132473,0.992588844486864,-0.364895029642606,0.154112285660825,0.363051202556278,0.183677516258443,0.000788292961531433,0.552253044122331
"AT1G26420","FOX5",1,3489,"NSS",0.310017985334103,0.182331595194901,0.446353693372557,1.05284316039014,-2.43105820493123,0.179886754013458,0.368331288335918,0.0737285829559287,2.80185526861876e-05,7.20312976938455e-10
"AT1G26450","AT1G26450",2,4814,"NSS",1.10283829034658,0.846579871942545,1.07429299523984,0.621272484486648,1.19239325501324,3.22419973502248e-22,3.08489778375224e-14,4.55880833750345e-21,1.66561714964811e-08,1.52855369146856e-25
"AT1G26560","BGLU40",2,5193,"NSS",1.31817467250219,1.4357907443952,1.19453036325464,0.146255990619649,0.42142094585858,2.96375145521155e-14,7.60598209763945e-17,4.19989431795616e-12,0.0301621660513822,0.000514317195125222
"AT1G26590","AT1G26590",3,545,"NSS",-0.317010417526498,-0.560981647020728,-0.647858631760397,-0.243378917275994,-0.541463488609152,0.075621177698331,0.00893234196031103,0.00593093236161765,0.130105881814183,0.0174775800884234
"AT1G26680","AT1G26680",3,1099,"DOWN",-0.799036077911982,-0.450743181661238,-0.189296473484449,-0.197512573339916,0.951540279071128,0.000149672561547308,0.021417662102544,0.327840226473498,0.324123930400057,3.08523424279893e-05
"AT1G26700","MLO14",1,3588,"NSS",-0.0795402576564304,0.265580111820837,0.529527271429644,-1.02938791955217,-1.0265879967215,0.558527507146149,0.21632310566205,0.00259454621929318,5.73662177359047e-11,7.5810528191836e-11
"AT1G26730","PHO1-H7",1,3598,"NSS",0.553741510122958,0.499007274621209,0.510799097673459,-0.294444725199082,0.624121591736327,5.64836965482786e-05,0.000253367980598218,0.000250029252533638,0.191937860696793,4.62076479063218e-06
"AT1G26762","AT1G26762",1,2926,"NSS",0.669997333494994,0.106047647136531,0.858485778560403,0.32017703595631,-0.993452104398999,0.00488749622007545,0.11658513069329,0.0013380458887316,0.0455697350235314,0.785809487113413
"AT1G26770","EXPA10",2,4874,"NSS",1.60168930799789,0.924130654950603,1.40588050083431,0.485921576068533,-0.429398157031743,9.08105860337915e-21,2.43046188526193e-09,7.29996158898173e-17,0.000232384876850643,0.854224594844271
